event_id,road_occupancy_pct,pedestrian_count,vehicle_count,avg_vehicle_speed_kmph,signal_wait_time_s,time_of_day_hr,noise_level_db,ambient_temperature_c,camera_exposure_score,humidity_pct,label
EVT_01704,55.2,4,25,17.2,56,21.09,51.7,26.7,28.4,63.6,Incident
EVT_01705,11.4,9,14,45.8,27,9.15,48.3,30.6,57.1,67.4,Free_Flow
EVT_01706,52.1,5,18,19.4,73,17.94,48.6,28.4,34.6,61.0,Incident
EVT_01707,60.8,6,30,22.5,57,7.06,63.2,26.0,52.0,68.9,Heavy_Traffic
EVT_01708,29.8,3,10,39.8,33,17.93,53.2,28.7,33.0,70.3,Free_Flow
EVT_01709,24.7,1,25,20.3,70,23.3,50.3,17.5,32.3,75.1,Incident
EVT_01710,42.8,12,35,22.3,75,17.63,65.9,27.7,54.6,86.7,Incident
EVT_01711,54.5,8,31,22.5,74,15.91,58.2,32.6,57.7,48.3,Incident
EVT_01712,60.5,9,25,17.4,80,10.01,58.1,27.3,78.6,65.1,Heavy_Traffic
EVT_01713,87.2,6,18,11.3,79,2.21,53.4,19.9,28.3,60.7,Incident
EVT_01714,74.9,6,24,7.6,43,12.27,56.2,30.8,73.0,72.4,Heavy_Traffic
EVT_01715,32.1,6,25,50.3,18,5.66,53.9,21.8,22.0,59.7,Free_Flow
EVT_01716,46.9,15,8,35.2,45,7.88,48.8,26.7,47.0,68.9,Pedestrian_Event
EVT_01717,37.1,6,2,33.6,8,18.38,52.9,15.2,31.0,76.2,Free_Flow
EVT_01718,18.0,4,15,39.8,35,18.51,57.9,28.0,5.2,58.9,Free_Flow
EVT_01719,35.9,1,12,44.4,23,21.0,60.7,24.2,25.7,83.2,Low_Activity
EVT_01720,45.4,4,35,26.2,34,1.29,63.6,17.1,23.1,70.0,Incident
EVT_01721,85.1,9,43,2.1,72,7.76,64.1,23.5,43.9,82.1,Heavy_Traffic
EVT_01722,61.5,5,18,22.7,99,18.07,74.0,26.2,45.3,85.6,Heavy_Traffic
EVT_01723,73.4,11,27,13.8,44,9.42,49.8,24.4,75.3,61.3,Pedestrian_Event
EVT_01724,43.1,2,12,69.4,15,15.41,56.4,36.6,76.0,60.6,Free_Flow
EVT_01725,6.4,4,13,53.1,34,15.57,53.7,39.0,58.7,55.7,Free_Flow
EVT_01726,28.5,1,1,59.0,23,9.57,57.2,24.0,83.6,74.5,Low_Activity
EVT_01727,25.7,4,20,37.7,40,19.26,50.8,33.0,31.3,41.5,Free_Flow
EVT_01728,38.8,7,33,38.7,48,14.27,60.3,32.5,67.0,57.9,Incident
EVT_01729,78.7,7,40,21.3,93,10.6,64.0,21.2,73.5,61.0,Heavy_Traffic
EVT_01730,26.3,4,23,54.6,21,11.24,57.4,26.9,100.0,57.4,Free_Flow
EVT_01731,67.9,7,54,12.2,97,7.85,62.3,21.2,51.8,82.9,Heavy_Traffic
EVT_01732,15.3,3,16,43.4,0,15.01,58.5,30.9,62.4,48.5,Free_Flow
EVT_01733,19.4,2,15,33.5,15,7.98,58.8,22.7,58.7,66.3,Free_Flow
EVT_01734,29.0,3,31,19.0,61,16.72,66.8,37.9,46.8,48.6,Heavy_Traffic
EVT_01735,55.8,4,41,6.4,104,9.51,60.7,26.3,75.7,68.6,Heavy_Traffic
EVT_01736,28.0,3,26,27.6,22,19.92,54.1,23.4,9.6,67.0,Free_Flow
EVT_01737,7.0,7,4,63.0,11,10.37,47.0,34.0,54.4,78.5,Free_Flow
EVT_01738,79.9,6,43,33.0,75,18.24,64.6,27.2,30.2,69.1,Heavy_Traffic
EVT_01739,37.7,36,40,18.9,24,10.55,58.9,25.7,53.4,60.3,Pedestrian_Event
EVT_01740,33.9,10,20,36.0,41,18.84,54.6,33.0,21.0,62.3,Pedestrian_Event
EVT_01741,28.0,33,5,19.8,47,13.64,48.5,29.0,84.2,56.9,Heavy_Traffic
EVT_01742,16.1,0,5,33.3,0,0.33,39.5,22.7,13.4,80.6,Low_Activity
EVT_01743,29.3,1,15,41.2,19,21.73,48.5,22.3,10.6,64.3,Free_Flow
EVT_01744,59.0,2,16,32.8,16,5.26,54.5,17.7,2.5,63.1,Free_Flow
EVT_01745,36.2,1,21,44.7,36,23.03,64.2,18.8,15.3,88.5,Free_Flow
EVT_01746,21.2,6,26,25.8,15,17.82,62.2,28.4,36.6,64.9,Free_Flow
EVT_01747,87.5,2,26,5.5,23,7.3,62.4,20.6,42.1,79.3,Heavy_Traffic
EVT_01748,25.5,2,10,40.9,21,18.13,48.6,32.0,38.9,68.8,Low_Activity
EVT_01749,36.4,11,21,27.8,14,19.04,49.8,30.4,11.7,51.1,Free_Flow
EVT_01750,41.1,0,5,52.5,31,13.32,47.5,28.1,83.1,66.6,Free_Flow
EVT_01751,30.2,4,31,34.8,31,15.4,54.6,30.9,50.1,55.5,Free_Flow
EVT_01752,62.7,3,18,48.9,20,18.04,52.1,37.8,26.0,66.7,Free_Flow
EVT_01753,45.3,1,16,48.4,18,21.51,45.5,26.8,3.8,64.7,Free_Flow
EVT_01754,5.6,1,5,45.4,23,22.95,49.3,28.2,18.2,70.7,Low_Activity
EVT_01755,42.4,1,44,28.1,31,0.76,63.5,13.9,23.0,69.6,Incident
EVT_01756,39.9,39,23,48.8,44,10.9,52.9,25.6,80.4,68.7,Pedestrian_Event
EVT_01757,60.0,6,26,25.3,60,20.49,48.0,25.0,0.0,72.1,Heavy_Traffic
EVT_01758,45.2,7,37,40.5,25,11.51,59.9,36.0,82.2,62.6,Free_Flow
EVT_01759,54.6,16,38,14.2,33,20.47,70.7,26.7,28.6,77.3,Pedestrian_Event
EVT_01760,35.9,6,10,32.0,0,19.74,62.8,23.4,38.9,79.0,Free_Flow
EVT_01761,53.9,15,48,13.7,48,16.48,61.4,29.6,52.4,41.4,Pedestrian_Event
EVT_01762,89.9,4,42,22.8,54,19.93,54.8,28.1,29.2,81.6,Heavy_Traffic
EVT_01763,61.2,12,16,20.9,47,13.48,51.6,28.9,93.3,49.6,Incident
EVT_01764,18.0,2,4,34.3,34,22.46,42.8,21.8,8.9,53.1,Low_Activity
EVT_01765,17.9,21,31,15.0,57,10.5,49.1,32.9,70.1,62.0,Pedestrian_Event
EVT_01766,10.6,26,26,23.0,62,16.84,51.7,32.6,77.7,77.7,Pedestrian_Event
EVT_01767,51.1,8,34,22.0,56,16.93,52.4,31.0,58.6,76.4,Incident
EVT_01768,59.5,4,29,20.8,24,20.46,64.5,30.5,11.4,64.4,Incident
EVT_01769,8.9,1,13,48.0,24,22.61,50.4,24.9,3.1,61.5,Free_Flow
EVT_01770,8.2,2,4,53.3,19,22.66,52.7,19.6,9.4,100.0,Low_Activity
EVT_01771,43.6,1,9,34.6,44,5.74,54.8,19.6,35.7,65.2,Free_Flow
EVT_01772,27.1,32,23,28.0,27,19.02,59.6,25.8,17.8,54.1,Pedestrian_Event
EVT_01773,39.4,7,20,24.7,46,17.29,47.3,32.5,43.9,57.6,Incident
EVT_01774,32.6,4,33,60.1,9,9.91,55.1,23.5,75.7,68.1,Free_Flow
EVT_01775,16.0,0,6,36.5,0,22.57,53.4,23.2,2.9,50.6,Low_Activity
EVT_01776,66.2,7,0,9.6,73,14.84,48.3,29.4,54.6,53.5,Free_Flow
EVT_01777,45.0,17,28,29.4,14,19.6,54.5,25.9,13.8,69.1,Incident
EVT_01778,24.0,3,26,54.8,3,23.04,56.2,21.4,24.7,77.8,Free_Flow
EVT_01779,37.5,30,20,19.2,28,15.58,56.2,36.5,79.3,49.5,Pedestrian_Event
EVT_01780,48.9,6,32,10.6,53,3.66,70.2,14.7,20.0,68.0,Incident
EVT_01781,15.9,6,19,57.4,5,19.31,58.1,23.8,13.2,45.9,Free_Flow
EVT_01782,88.0,4,43,5.5,82,20.16,57.9,25.7,17.8,67.8,Heavy_Traffic
EVT_01783,47.1,5,16,36.4,16,15.73,58.3,32.6,43.9,69.4,Free_Flow
EVT_01784,47.5,9,50,17.4,64,18.17,58.8,25.9,22.5,61.7,Incident
EVT_01785,43.3,6,34,29.8,33,14.69,48.1,30.0,87.0,67.1,Free_Flow
EVT_01786,34.6,5,15,37.3,9,9.87,58.1,29.6,73.6,79.6,Free_Flow
EVT_01787,33.2,6,39,0.0,52,9.15,56.8,29.0,69.6,60.2,Incident
EVT_01788,53.2,34,32,3.4,0,12.95,60.8,25.7,87.3,64.5,Pedestrian_Event
EVT_01789,48.0,5,25,48.4,11,10.8,56.0,35.5,74.9,72.6,Free_Flow
EVT_01790,42.1,1,28,47.8,40,5.72,55.4,17.5,26.3,63.2,Free_Flow
EVT_01791,65.1,8,39,10.3,87,9.75,50.1,28.7,96.5,61.4,Heavy_Traffic
EVT_01792,15.0,2,3,54.3,21,4.68,58.0,21.6,13.7,72.1,Low_Activity
EVT_01793,42.0,44,0,20.1,42,7.7,43.0,30.0,72.7,54.4,Pedestrian_Event
EVT_01794,14.8,19,10,0.0,21,7.94,45.8,22.1,64.0,61.7,Pedestrian_Event
EVT_01795,65.3,10,28,16.3,48,18.45,58.6,25.4,20.8,53.5,Heavy_Traffic
EVT_01796,27.2,5,18,40.5,20,8.46,55.9,26.7,57.7,87.8,Free_Flow
EVT_01797,51.9,7,18,17.6,91,17.75,57.1,28.5,29.9,51.5,Heavy_Traffic
EVT_01798,51.7,10,44,22.0,63,7.98,66.8,24.1,52.1,61.0,Heavy_Traffic
EVT_01799,87.0,11,38,10.3,105,10.71,70.0,21.8,66.1,66.8,Heavy_Traffic
EVT_01800,27.5,2,17,50.0,21,9.07,65.4,24.9,53.0,88.9,Free_Flow
EVT_01801,21.2,2,3,64.6,3,15.65,49.9,33.0,75.8,58.1,Low_Activity
EVT_01802,29.3,2,20,43.8,63,1.5,51.0,24.3,4.9,57.7,Incident
EVT_01803,30.7,5,17,51.9,34,18.87,60.3,28.4,13.9,73.9,Free_Flow
EVT_01804,21.5,3,12,16.1,6,13.3,47.8,34.5,73.9,41.4,Free_Flow
EVT_01805,51.5,27,15,8.5,62,13.4,59.5,26.1,100.0,86.8,Pedestrian_Event
EVT_01806,13.6,1,9,65.8,35,2.56,58.8,22.3,15.5,58.5,Low_Activity
EVT_01807,13.6,1,7,54.1,20,9.45,55.5,28.6,62.7,55.9,Low_Activity
EVT_01808,36.2,9,19,9.7,30,15.55,54.8,32.5,53.2,64.4,Heavy_Traffic
EVT_01809,47.0,4,34,47.0,34,12.46,60.7,30.1,88.4,66.9,Free_Flow
EVT_01810,23.4,1,5,67.7,16,3.42,56.8,28.5,5.9,64.4,Low_Activity
EVT_01811,23.6,3,8,48.6,28,17.27,50.9,34.0,33.8,68.2,Free_Flow
EVT_01812,29.2,5,9,50.0,9,13.99,65.8,24.9,65.6,61.1,Free_Flow
EVT_01813,30.6,19,0,23.8,54,17.87,48.2,31.2,22.0,64.4,Pedestrian_Event
EVT_01814,24.0,1,14,34.4,12,23.99,53.2,15.5,21.8,62.9,Low_Activity
EVT_01815,7.0,1,4,33.2,24,2.56,48.5,23.7,32.5,73.4,Low_Activity
EVT_01816,20.8,6,29,47.4,16,14.91,60.3,37.1,56.7,75.3,Free_Flow
EVT_01817,66.2,2,23,11.5,30,2.78,52.0,22.1,3.6,53.6,Incident
EVT_01818,5.4,0,8,53.5,0,1.31,55.3,21.9,0.0,74.8,Low_Activity
EVT_01819,26.0,12,5,51.0,3,19.51,53.4,28.7,14.2,63.2,Low_Activity
EVT_01820,25.8,5,14,49.5,5,16.2,64.7,28.3,57.9,55.0,Low_Activity
EVT_01821,25.6,2,3,45.8,15,18.39,52.2,28.9,35.7,60.6,Low_Activity
EVT_01822,33.8,6,11,49.0,13,8.53,54.1,17.2,55.9,65.4,Free_Flow
EVT_01823,64.8,4,24,6.8,74,20.22,49.2,28.4,34.4,52.6,Incident
EVT_01824,25.1,0,14,28.9,22,22.85,50.7,25.6,32.3,74.3,Free_Flow
EVT_01825,33.3,13,31,21.5,82,13.18,56.4,34.9,78.8,53.7,Pedestrian_Event
EVT_01826,31.8,28,36,45.4,24,12.83,66.8,23.3,72.0,74.2,Pedestrian_Event
EVT_01827,10.1,1,10,39.6,0,5.24,52.2,21.4,17.7,68.4,Low_Activity
EVT_01828,28.7,4,17,30.8,17,18.78,50.5,28.0,34.3,68.6,Free_Flow
EVT_01829,55.1,8,15,19.4,29,11.13,50.8,27.3,100.0,65.7,Incident
EVT_01830,5.4,13,21,57.4,11,18.74,62.0,30.1,36.2,54.5,Free_Flow
EVT_01831,48.7,11,39,34.9,22,6.08,59.4,25.3,19.9,63.8,Pedestrian_Event
EVT_01832,57.6,17,17,33.5,0,18.14,48.0,26.7,46.3,66.9,Free_Flow
EVT_01833,15.6,1,7,40.6,28,3.93,47.5,21.2,32.3,70.9,Low_Activity
EVT_01834,30.2,3,19,47.3,27,22.22,57.6,22.7,10.8,70.3,Free_Flow
EVT_01835,60.9,8,43,8.0,43,11.63,62.3,34.1,69.4,63.5,Heavy_Traffic
EVT_01836,40.5,22,13,44.8,59,13.05,52.5,34.4,92.1,54.0,Pedestrian_Event
EVT_01837,3.1,1,6,41.8,16,23.32,50.7,23.3,40.9,66.5,Low_Activity
EVT_01838,87.3,3,24,2.4,49,8.71,63.4,25.5,66.9,77.6,Heavy_Traffic
EVT_01839,67.8,14,22,29.2,41,7.26,49.8,16.7,36.3,77.6,Pedestrian_Event
EVT_01840,71.1,2,36,25.3,71,20.96,46.6,21.0,27.2,73.2,Heavy_Traffic
EVT_01841,67.3,4,21,11.7,57,8.4,54.8,25.8,65.3,59.4,Heavy_Traffic
EVT_01842,89.2,9,38,2.5,47,16.87,47.4,26.5,48.8,58.5,Heavy_Traffic
EVT_01843,41.7,5,42,23.6,56,5.21,71.0,20.9,26.6,83.4,Incident
EVT_01844,26.7,7,16,4.1,65,6.81,54.5,23.5,35.7,48.0,Incident
EVT_01845,64.4,8,14,18.0,117,8.77,55.9,26.6,61.0,54.0,Heavy_Traffic
EVT_01846,38.0,6,13,43.5,28,9.43,62.8,21.4,71.8,86.4,Free_Flow
EVT_01847,16.3,6,2,37.6,33,9.06,48.7,25.0,63.1,64.5,Low_Activity
EVT_01848,70.1,5,29,0.0,62,16.97,48.7,33.3,39.8,65.9,Heavy_Traffic
EVT_01849,79.7,9,18,22.8,75,8.37,48.9,27.5,65.5,60.0,Heavy_Traffic
EVT_01850,33.8,3,27,51.1,0,7.94,65.4,22.9,35.6,68.4,Free_Flow
EVT_01851,60.0,6,47,21.2,129,16.17,72.8,28.6,71.8,74.3,Incident
EVT_01852,49.3,4,32,11.0,40,16.27,61.3,28.1,62.3,62.8,Pedestrian_Event
EVT_01853,27.8,2,0,42.0,25,14.14,51.1,31.0,75.0,72.9,Free_Flow
EVT_01854,0.2,2,6,38.6,17,1.38,48.7,19.4,41.8,75.6,Low_Activity
EVT_01855,31.8,4,23,29.8,32,5.44,56.0,23.0,3.5,64.4,Free_Flow
EVT_01856,14.8,7,7,40.6,47,10.14,56.3,34.9,73.3,72.1,Free_Flow
EVT_01857,68.2,8,35,25.6,32,7.36,60.2,22.8,42.5,59.9,Heavy_Traffic
EVT_01858,40.8,2,19,21.5,13,22.61,62.3,22.7,31.1,50.0,Free_Flow
EVT_01859,28.6,16,16,20.0,51,18.11,46.8,32.5,41.2,58.4,Pedestrian_Event
EVT_01860,18.0,1,9,64.1,29,22.31,57.8,22.8,29.4,58.2,Low_Activity
EVT_01861,57.0,3,28,7.0,16,10.51,52.8,23.6,76.9,68.3,Heavy_Traffic
EVT_01862,55.5,26,17,18.1,0,18.46,56.7,33.1,11.3,61.6,Pedestrian_Event
EVT_01863,34.6,16,20,37.2,26,15.33,56.0,33.0,76.0,57.3,Free_Flow
EVT_01864,24.4,1,4,39.9,1,22.49,49.4,23.7,23.2,73.3,Free_Flow
EVT_01865,12.9,2,2,61.1,4,10.74,51.4,27.2,67.6,75.1,Low_Activity
EVT_01866,53.3,6,17,28.9,23,13.56,55.9,24.1,59.1,61.1,Free_Flow
EVT_01867,45.9,1,30,13.0,62,1.56,49.7,22.5,17.5,52.7,Incident
EVT_01868,19.8,18,25,21.9,63,14.23,62.9,33.3,78.7,57.4,Pedestrian_Event
EVT_01869,75.5,6,30,12.6,98,7.06,47.4,22.5,73.5,55.4,Heavy_Traffic
EVT_01870,41.7,11,23,41.6,50,16.1,56.4,34.7,62.7,39.1,Pedestrian_Event
EVT_01871,76.8,10,37,18.6,66,20.07,53.5,29.9,37.6,57.9,Heavy_Traffic
EVT_01872,69.2,4,26,0.0,14,6.6,59.0,19.7,29.9,71.3,Incident
EVT_01873,77.7,3,31,26.2,61,18.67,64.2,30.0,26.0,45.8,Heavy_Traffic
EVT_01874,8.0,1,5,16.1,4,3.91,42.9,25.1,1.1,59.6,Low_Activity
EVT_01875,7.7,0,6,54.8,15,1.81,53.3,21.8,15.7,61.6,Low_Activity
EVT_01876,82.2,5,3,12.4,0,13.12,59.9,31.2,69.4,78.8,Incident
EVT_01877,16.9,12,22,22.7,38,14.69,55.8,33.7,66.1,64.7,Pedestrian_Event
EVT_01878,29.9,17,44,21.9,33,13.55,54.0,33.1,73.1,58.7,Pedestrian_Event
EVT_01879,70.3,6,30,24.1,45,17.29,61.8,34.6,49.1,75.9,Heavy_Traffic
EVT_01880,61.7,10,22,6.5,27,19.56,54.6,23.8,28.7,63.4,Incident
EVT_01881,48.0,11,31,13.4,57,16.4,54.7,24.0,62.4,67.2,Incident
EVT_01882,82.5,9,36,14.7,59,6.97,59.8,21.8,40.0,75.1,Heavy_Traffic
EVT_01883,50.1,7,3,35.3,43,5.81,54.0,23.1,29.3,63.4,Pedestrian_Event
EVT_01884,73.7,4,45,14.0,34,9.86,60.8,32.7,82.3,54.3,Heavy_Traffic
EVT_01885,69.3,7,25,14.1,30,19.67,59.3,30.4,22.2,80.7,Heavy_Traffic
EVT_01886,28.0,35,23,35.6,65,16.62,65.8,29.6,55.7,72.6,Pedestrian_Event
EVT_01887,73.1,5,44,15.1,0,9.42,77.1,26.2,67.3,100.0,Heavy_Traffic
EVT_01888,41.6,31,0,10.6,32,7.23,56.1,23.6,49.5,62.1,Pedestrian_Event
EVT_01889,37.3,22,21,13.5,11,9.06,63.7,23.3,60.1,74.3,Pedestrian_Event
EVT_01890,27.3,17,13,18.7,36,14.73,44.7,29.9,76.7,53.8,Pedestrian_Event
EVT_01891,62.5,3,21,63.3,50,20.75,52.5,30.3,25.6,66.2,Free_Flow
EVT_01892,39.8,24,36,27.3,39,7.85,67.8,23.6,45.1,65.4,Pedestrian_Event
EVT_01893,22.0,2,48,8.6,64,5.84,63.2,27.1,17.3,72.5,Free_Flow
EVT_01894,41.2,24,25,20.7,14,7.5,56.8,24.6,44.9,62.2,Pedestrian_Event
EVT_01895,8.4,1,5,58.9,34,23.91,61.6,20.0,22.1,66.1,Low_Activity
EVT_01896,30.2,1,17,85.5,14,3.67,66.6,18.1,25.1,68.7,Low_Activity
EVT_01897,35.7,1,11,49.0,38,8.94,58.2,25.1,68.4,68.2,Free_Flow
EVT_01898,10.6,0,4,32.2,8,3.43,42.9,24.4,23.5,63.7,Low_Activity
EVT_01899,25.0,2,19,26.3,17,13.39,50.3,33.4,53.1,58.4,Free_Flow
EVT_01900,27.9,7,23,41.5,18,18.89,60.6,27.0,18.0,85.8,Free_Flow
EVT_01901,33.7,8,29,7.0,93,11.82,51.0,22.6,76.0,75.0,Incident
EVT_01902,52.1,12,0,21.4,29,10.02,50.0,26.2,74.2,63.4,Pedestrian_Event
EVT_01903,12.2,3,4,43.8,11,14.17,54.4,31.1,61.4,57.1,Low_Activity
EVT_01904,98.2,6,43,7.1,107,18.58,69.6,22.9,33.9,72.2,Heavy_Traffic
EVT_01905,57.6,7,39,0.0,34,9.5,60.8,27.9,79.5,76.5,Heavy_Traffic
EVT_01906,47.2,10,22,26.7,99,6.4,45.9,17.8,40.5,62.3,Pedestrian_Event
EVT_01907,69.2,4,30,19.1,31,19.38,57.6,26.4,27.3,74.8,Incident
EVT_01908,33.0,4,15,48.4,0,5.02,62.9,25.5,17.3,71.5,Free_Flow
EVT_01909,59.9,3,37,20.3,97,7.71,59.7,23.2,49.1,52.9,Heavy_Traffic
EVT_01910,2.6,1,5,69.2,10,22.73,63.3,18.6,10.2,72.3,Low_Activity
EVT_01911,48.8,7,44,15.2,36,8.81,70.0,27.0,51.1,58.4,Incident
EVT_01912,52.8,2,26,28.0,46,1.44,59.3,22.4,14.4,50.8,Free_Flow
EVT_01913,41.3,13,34,37.3,47,16.11,72.2,34.8,45.1,78.5,Pedestrian_Event
EVT_01914,70.0,2,31,6.6,78,9.09,63.7,22.1,59.8,75.7,Heavy_Traffic
EVT_01915,25.7,9,0,43.9,13,11.06,44.3,31.4,77.2,71.4,Free_Flow
EVT_01916,34.9,11,14,27.3,30,16.01,52.1,28.4,80.8,71.8,Pedestrian_Event
EVT_01917,69.6,6,22,11.8,91,16.71,47.5,32.7,44.4,67.3,Incident
EVT_01918,73.4,5,24,18.9,57,8.54,57.6,28.9,64.8,59.1,Heavy_Traffic
EVT_01919,42.5,19,0,20.1,0,19.5,38.8,29.7,15.9,65.9,Pedestrian_Event
EVT_01920,46.4,4,30,67.0,32,17.94,65.9,31.9,37.5,60.1,Free_Flow
EVT_01921,60.6,7,36,15.7,29,7.88,57.0,25.2,67.6,62.6,Heavy_Traffic
EVT_01922,21.2,2,5,63.2,5,13.47,54.2,30.6,98.9,69.0,Free_Flow
EVT_01923,11.7,2,6,22.6,13,23.27,47.6,22.1,42.8,80.4,Low_Activity
EVT_01924,90.9,19,30,25.3,22,6.93,63.3,21.2,49.4,70.6,Heavy_Traffic
EVT_01925,47.9,9,24,25.3,21,21.01,54.1,23.1,26.0,54.6,Pedestrian_Event
EVT_01926,76.8,2,37,25.5,67,20.82,73.2,26.7,21.9,72.1,Heavy_Traffic
EVT_01927,71.3,0,36,12.8,33,19.85,53.8,27.1,14.7,72.7,Pedestrian_Event
EVT_01928,27.8,9,31,17.3,23,17.97,47.5,27.7,32.9,58.2,Pedestrian_Event
EVT_01929,0.2,4,4,47.7,5,12.76,53.2,27.6,74.7,64.5,Low_Activity
EVT_01930,15.9,0,4,36.1,47,22.72,48.2,18.0,0.0,49.7,Low_Activity
EVT_01931,82.5,6,50,14.8,41,13.21,65.5,33.2,77.8,57.9,Incident
EVT_01932,48.6,14,21,33.9,24,8.23,58.0,24.1,59.1,73.9,Pedestrian_Event
EVT_01933,17.9,36,19,30.2,40,12.51,58.6,31.0,69.4,59.2,Pedestrian_Event
EVT_01934,31.8,5,12,17.6,82,5.25,53.5,22.3,13.9,72.7,Incident
EVT_01935,15.7,1,5,70.6,18,1.75,57.2,16.8,26.4,90.3,Low_Activity
EVT_01936,50.3,0,21,44.7,48,5.13,55.8,21.6,25.7,74.6,Free_Flow
EVT_01937,53.0,3,9,38.6,30,5.63,58.9,20.9,25.0,75.1,Free_Flow
EVT_01938,79.3,4,19,13.9,65,20.4,47.3,26.0,33.4,71.0,Heavy_Traffic
EVT_01939,61.8,3,17,12.7,35,17.96,58.7,31.3,29.3,77.7,Heavy_Traffic
EVT_01940,36.1,5,17,36.4,6,8.22,51.0,27.4,55.3,60.5,Free_Flow
EVT_01941,51.4,6,20,0.0,11,18.24,39.1,26.8,12.9,62.9,Heavy_Traffic
EVT_01942,44.3,9,22,20.9,45,9.34,54.2,24.6,48.9,67.6,Heavy_Traffic
EVT_01943,7.9,3,1,32.2,0,8.28,54.1,26.6,53.2,65.1,Low_Activity
EVT_01944,50.8,15,1,10.1,43,16.85,52.8,25.6,44.0,89.1,Pedestrian_Event
EVT_01945,5.7,2,3,23.8,6,0.37,52.0,24.1,11.4,81.8,Low_Activity
EVT_01946,83.6,8,28,13.1,80,20.24,63.0,25.3,23.2,64.8,Incident
EVT_01947,63.9,11,41,21.5,46,17.98,55.8,27.4,20.2,74.0,Heavy_Traffic
EVT_01948,34.2,1,11,52.1,24,13.87,56.4,32.8,86.0,66.0,Free_Flow
EVT_01949,8.0,1,5,57.8,10,4.28,44.9,25.5,20.5,83.0,Low_Activity
EVT_01950,72.6,18,32,19.8,98,19.3,43.2,31.3,0.2,67.1,Heavy_Traffic
EVT_01951,28.3,2,27,32.9,24,10.01,63.0,29.8,78.5,79.0,Free_Flow
EVT_01952,41.7,2,29,9.7,41,6.18,48.6,20.4,33.2,63.7,Incident
EVT_01953,53.1,29,28,17.5,59,16.64,65.8,23.6,55.7,100.0,Pedestrian_Event
EVT_01954,77.8,5,15,13.6,104,17.13,56.5,28.7,39.7,78.0,Heavy_Traffic
EVT_01955,19.4,6,11,50.9,21,9.53,57.7,27.9,67.9,72.9,Low_Activity
EVT_01956,14.5,7,10,36.4,1,13.72,44.5,30.9,84.2,55.5,Free_Flow
EVT_01957,48.5,7,36,28.1,23,18.11,57.6,23.5,16.3,74.4,Heavy_Traffic
EVT_01958,36.4,4,14,69.1,35,19.71,47.0,25.7,36.5,62.2,Free_Flow
EVT_01959,41.5,3,13,23.2,35,7.81,62.0,27.5,81.6,64.4,Free_Flow
EVT_01960,78.5,2,42,2.4,20,16.84,55.6,28.6,46.0,79.0,Heavy_Traffic
EVT_01961,0.0,1,5,58.2,14,23.26,54.5,22.0,12.8,73.1,Low_Activity
EVT_01962,24.2,2,14,53.6,23,23.2,61.4,20.8,3.7,91.7,Free_Flow
EVT_01963,6.4,0,4,40.4,26,20.81,57.8,26.4,11.7,89.4,Low_Activity
EVT_01964,10.5,1,16,38.0,19,2.17,56.4,26.0,31.3,68.7,Low_Activity
EVT_01965,86.0,7,26,16.9,79,7.58,52.1,21.7,39.5,68.5,Heavy_Traffic
EVT_01966,82.4,5,23,8.1,59,8.74,50.2,26.8,65.5,84.8,Heavy_Traffic
EVT_01967,36.5,1,10,67.2,30,5.03,42.9,23.4,20.5,71.9,Free_Flow
EVT_01968,3.7,0,3,37.8,6,4.58,50.0,22.8,20.4,65.5,Low_Activity
EVT_01969,50.1,2,17,48.2,43,21.26,62.2,29.5,42.0,72.4,Free_Flow
EVT_01970,49.8,11,19,18.6,98,18.04,47.5,37.4,16.4,50.2,Incident
EVT_01971,19.8,3,21,54.0,27,22.92,53.8,17.3,20.4,85.7,Free_Flow
EVT_01972,37.0,14,43,21.4,39,10.24,67.5,23.2,76.3,57.3,Pedestrian_Event
EVT_01973,33.8,4,35,12.2,17,1.81,66.4,24.4,22.7,59.6,Incident
EVT_01974,61.3,0,20,14.6,62,16.85,43.2,36.6,63.5,67.7,Heavy_Traffic
EVT_01975,71.6,5,22,17.4,41,7.44,55.6,23.5,45.6,65.8,Heavy_Traffic
EVT_01976,39.2,15,23,16.8,61,9.88,59.9,27.7,53.1,76.9,Pedestrian_Event
EVT_01977,100.0,4,33,4.0,22,5.8,58.0,27.2,17.1,70.5,Heavy_Traffic
EVT_01978,17.8,1,4,42.4,0,22.78,48.2,24.4,20.3,63.9,Low_Activity
EVT_01979,95.9,7,33,12.8,53,11.62,57.4,24.2,68.7,76.4,Incident
EVT_01980,29.8,1,37,38.7,31,21.93,66.7,29.5,18.7,82.4,Free_Flow
EVT_01981,21.7,3,23,50.3,24,21.57,53.3,25.1,9.7,46.5,Free_Flow
EVT_01982,52.5,2,33,38.1,9,10.79,53.1,29.7,86.5,62.1,Free_Flow
EVT_01983,61.6,3,55,2.7,39,9.11,68.5,23.7,75.6,57.8,Heavy_Traffic
EVT_01984,5.1,2,17,48.7,7,9.57,56.2,25.6,67.3,79.5,Free_Flow
EVT_01985,24.6,10,13,43.0,10,10.46,56.5,24.9,64.7,52.7,Free_Flow
EVT_01986,70.0,4,28,38.5,72,6.8,64.6,26.3,46.9,71.4,Heavy_Traffic
EVT_01987,26.7,2,29,48.9,18,18.84,69.1,29.9,21.8,62.4,Free_Flow
EVT_01988,39.4,3,26,33.5,0,13.66,58.9,33.4,68.3,57.1,Free_Flow
